time_sec,ECG_I,ECG_I_filtered
0.67,-0.01,-0.04
0.672,-0.005,-0.045
0.674,0.02,-0.045
0.676,0.03,-0.045
0.678,0.005,-0.04
0.68,-0.04,-0.04
0.682,0.015,-0.04
0.684,0.035,-0.04
0.686,-0.035,-0.04
0.688,-0.06,-0.04
0.69,-0.055,-0.035
0.692,0.02,-0.03
0.694,0.02,-0.025
0.696,0.06,-0.015
0.698,0.045,-0.005
0.7,0.03,0.0
0.702,0.035,0.0
0.704,0.105,0.0
0.706,0.04,-0.01
0.708,-0.085,-0.02
0.71,-0.005,-0.025
0.712,0.0,-0.035
0.714,0.02,-0.035
0.716,0.04,-0.035
0.718,0.04,-0.03
0.72,0.025,-0.02
0.722,0.0,-0.015
0.724,-0.04,-0.015
0.726,-0.035,-0.015
0.728,0.03,-0.02
0.73,0.01,-0.03
0.732,0.055,-0.04
0.734,0.085,-0.05
0.736,-0.02,-0.055
0.738,-0.025,-0.055
0.74,-0.045,-0.05
0.742,-0.015,-0.04
0.744,0.045,-0.03
0.746,0.015,-0.02
0.748,0.025,-0.01
0.75,0.015,-0.005
0.752,0.03,0.0
0.754,0.065,0.0
0.756,0.015,0.0
0.758,0.01,-0.005
0.76,-0.015,-0.01
0.762,0.035,-0.01
0.764,0.055,-0.015
0.766,0.075,-0.02
0.768,-0.005,-0.02
0.77,0.05,-0.025
0.772,0.075,-0.03
0.774,-0.035,-0.03
0.776,-0.075,-0.03
0.778,-0.01,-0.03
0.78,0.045,-0.03
0.782,-0.015,-0.025
0.784,0.03,-0.025
0.786,0.03,-0.025
0.788,0.02,-0.03
0.79,0.02,-0.035
0.792,-0.075,-0.04
0.794,-0.05,-0.05
0.796,0.0,-0.06
0.798,-0.04,-0.065
0.8,-0.015,-0.065
0.802,-0.01,-0.06
0.804,0.02,-0.055
0.806,0.025,-0.045
0.808,0.035,-0.035
0.81,0.03,-0.025
0.812,-0.01,-0.02
0.814,0.01,-0.02
0.816,0.0,-0.02
0.818,0.0,-0.025
0.82,0.025,-0.03
0.822,0.05,-0.035
0.824,0.0,-0.04
0.826,-0.005,-0.045
0.828,-0.025,-0.05
0.83,-0.04,-0.05
0.832,-0.02,-0.045
0.834,-0.005,-0.04
0.836,-0.025,-0.035
0.838,0.06,-0.03
0.84,0.04,-0.025
0.842,0.01,-0.025
0.844,0.01,-0.02
0.846,-0.02,-0.02
0.848,0.0,-0.025
0.85,0.0,-0.03
0.852,-0.01,-0.035
0.854,-0.03,-0.04
0.856,-0.03,-0.045
0.858,-0.05,-0.045
0.86,0.015,-0.045
0.862,-0.015,-0.04
0.864,0.015,-0.035
0.866,0.045,-0.025
0.868,0.035,-0.015
0.87,0.085,0.0
0.872,0.07,0.005
0.874,-0.01,0.015
0.876,0.04,0.015
0.878,0.055,0.015
0.88,0.095,0.01
0.882,0.045,0.005
0.884,0.01,-0.005
0.886,0.015,-0.005
0.888,0.055,-0.005
0.89,0.045,-0.005
0.892,0.045,0.0
0.894,0.045,0.01
0.896,0.07,0.02
0.898,0.06,0.025
0.9,0.105,0.03
0.902,0.055,0.03
0.904,0.055,0.025
0.906,0.035,0.015
0.908,0.04,0.0
0.91,0.05,-0.01
0.912,0.025,-0.02
0.914,-0.005,-0.025
0.916,-0.03,-0.03
0.918,-0.055,-0.035
0.92,-0.01,-0.035
0.922,-0.01,-0.04
0.924,-0.01,-0.04
0.926,0.03,-0.045
0.928,-0.005,-0.05
0.93,-0.09,-0.055
0.932,0.045,-0.06
0.934,-0.045,-0.06
0.936,-0.025,-0.06
0.938,-0.015,-0.06
0.94,-0.02,-0.055
0.942,-0.03,-0.055
0.944,-0.045,-0.05
0.946,-0.035,-0.055
0.948,-0.05,-0.055
0.95,-0.045,-0.06
0.952,0.04,-0.065
0.954,-0.02,-0.07
0.956,-0.12,-0.075
0.958,-0.02,-0.08
0.96,-0.05,-0.085
0.962,-0.04,-0.085
0.964,-0.04,-0.085
0.966,-0.075,-0.085
0.968,-0.02,-0.085
0.97,0.01,-0.09
0.972,-0.065,-0.095
0.974,-0.07,-0.095
0.976,-0.075,-0.1
0.978,-0.07,-0.1
0.98,-0.03,-0.105
0.982,-0.03,-0.1
0.984,-0.01,-0.1
0.986,-0.065,-0.095
0.988,-0.055,-0.09
0.99,-0.085,-0.09
0.992,-0.065,-0.085
0.994,-0.105,-0.08
0.996,-0.065,-0.08
0.998,0.02,-0.075
1.0,0.005,-0.07
1.002,-0.045,-0.07
1.004,-0.01,-0.065
1.006,-0.035,-0.06
1.008,-0.02,-0.06
1.01,-0.045,-0.055
1.012,-0.045,-0.055
1.014,-0.035,-0.055
1.016,-0.03,-0.055
1.018,-0.02,-0.065
1.02,-0.045,-0.07
1.022,-0.055,-0.085
1.024,-0.035,-0.095
1.026,-0.005,-0.105
1.028,-0.095,-0.11
1.03,-0.095,-0.11
1.032,-0.065,-0.1
1.034,-0.055,-0.085
1.036,-0.02,-0.06
1.038,0.055,-0.025
1.04,0.075,0.015
1.042,0.115,0.07
1.044,0.17,0.125
1.046,0.26,0.19
1.048,0.315,0.26
1.05,0.345,0.33
1.052,0.485,0.4
1.054,0.5,0.46
1.056,0.555,0.505
1.058,0.615,0.53
1.06,0.67,0.525
1.062,0.55,0.485
1.064,0.5,0.42
1.066,0.295,0.32
1.068,0.165,0.205
1.07,0.085,0.085
1.072,-0.03,-0.035
1.074,-0.205,-0.14
1.076,-0.295,-0.215
1.078,-0.185,-0.265
1.08,-0.14,-0.28
1.082,-0.18,-0.27
1.084,-0.195,-0.24
1.086,-0.205,-0.2
1.088,-0.13,-0.165
1.09,-0.105,-0.135
1.092,-0.1,-0.115
1.094,-0.07,-0.105
1.096,-0.03,-0.105
1.098,-0.08,-0.11
1.1,-0.075,-0.115
1.102,-0.07,-0.12
1.104,-0.055,-0.115
1.106,-0.07,-0.105
1.108,-0.03,-0.095
1.11,-0.04,-0.08
1.112,-0.045,-0.07
1.114,-0.095,-0.065
1.116,-0.025,-0.06
1.118,0.005,-0.06
1.12,-0.015,-0.06
1.122,0.025,-0.055
1.124,-0.025,-0.05
1.126,-0.05,-0.045
1.128,-0.02,-0.04
1.13,0.025,-0.035
1.132,-0.02,-0.03
1.134,-0.07,-0.03
1.136,0.07,-0.035
1.138,0.025,-0.045
1.14,-0.06,-0.055
1.142,-0.04,-0.06
1.144,-0.04,-0.065
1.146,0.0,-0.065
1.148,0.015,-0.06
1.15,0.025,-0.055
1.152,0.015,-0.045
1.154,0.0,-0.035
1.156,-0.05,-0.025
1.158,-0.01,-0.02
1.16,0.01,-0.02
1.162,0.01,-0.025
1.164,-0.01,-0.03
1.166,0.02,-0.03
1.168,-0.03,-0.035
1.17,0.01,-0.04
1.172,0.055,-0.04
1.174,0.01,-0.04
1.176,-0.035,-0.045
1.178,-0.055,-0.045
1.18,-0.02,-0.05
1.182,0.025,-0.05
1.184,-0.04,-0.055
1.186,-0.015,-0.05
1.188,-0.02,-0.045
1.19,0.03,-0.04
1.192,-0.005,-0.03
1.194,-0.045,-0.02
1.196,-0.02,-0.015
1.198,0.085,-0.01
1.2,0.105,-0.005
1.202,-0.015,0.0
1.204,0.025,0.005
1.206,0.09,0.01
1.208,0.06,0.015
1.21,0.03,0.02
1.212,0.045,0.03
1.214,0.065,0.035
1.216,0.06,0.035
1.218,0.045,0.035
1.22,0.05,0.035
1.222,0.02,0.03
1.224,0.05,0.03
1.226,0.115,0.03
1.228,0.09,0.035
1.23,0.09,0.04
1.232,0.11,0.055
1.234,0.13,0.07
1.236,0.135,0.085
1.238,0.12,0.095
1.24,0.11,0.105
1.242,0.145,0.11
1.244,0.14,0.11
1.246,0.095,0.11
1.248,0.16,0.115
1.25,0.145,0.12
1.252,0.19,0.13
1.254,0.21,0.14
1.256,0.16,0.155
1.258,0.235,0.17
1.26,0.195,0.18
1.262,0.235,0.195
1.264,0.245,0.2
1.266,0.21,0.205
1.268,0.21,0.21
1.27,0.26,0.21
1.272,0.255,0.205
1.274,0.195,0.205
1.276,0.235,0.2
1.278,0.235,0.2
1.28,0.21,0.195
1.282,0.19,0.195
1.284,0.215,0.195
1.286,0.25,0.2
1.288,0.225,0.2
1.29,0.29,0.205
1.292,0.255,0.21
1.294,0.245,0.21
1.296,0.28,0.21
1.298,0.23,0.2
1.3,0.17,0.185
1.302,0.16,0.17
1.304,0.135,0.145
1.306,0.1,0.125
1.308,0.08,0.1
1.31,0.145,0.085
1.312,0.175,0.075
1.314,0.145,0.07
1.316,0.11,0.07
1.318,0.1,0.07
1.32,0.1,0.07
1.322,0.08,0.07
1.324,0.075,0.065
1.326,0.045,0.055
1.328,0.045,0.04
1.33,0.085,0.025
1.332,0.05,0.01
1.334,0.035,0.0
1.336,-0.01,-0.005
1.338,0.03,-0.01
1.34,0.01,-0.01
1.342,0.01,-0.005
1.344,0.05,-0.005
1.346,0.045,-0.005
1.348,0.03,-0.01
1.35,-0.045,-0.015
1.352,-0.035,-0.025
1.354,0.05,-0.035
1.356,-0.035,-0.045
1.358,0.02,-0.05
1.36,0.02,-0.055
1.362,-0.015,-0.05
1.364,-0.05,-0.045
1.366,-0.055,-0.04
1.368,-0.015,-0.03
1.37,0.055,-0.02
1.372,0.04,-0.015
1.374,0.005,-0.015
1.376,-0.015,-0.015
1.378,-0.01,-0.02
1.38,0.055,-0.03
1.382,-0.005,-0.035
1.384,-0.055,-0.045
1.386,-0.035,-0.05
1.388,0.015,-0.05
1.39,-0.015,-0.045
1.392,0.005,-0.04
1.394,-0.015,-0.035
1.396,-0.01,-0.03
1.398,0.01,-0.025
1.4,0.08,-0.025
1.402,-0.005,-0.025
1.404,0.0,-0.03
1.406,0.0,-0.04
1.408,-0.025,-0.045
1.41,-0.02,-0.055
1.412,-0.02,-0.055
1.414,-0.025,-0.06
1.416,-0.025,-0.055
1.418,-0.005,-0.05
1.42,-0.015,-0.045
1.422,-0.035,-0.04
1.424,-0.01,-0.035
1.426,-0.005,-0.035
1.428,0.005,-0.035
1.43,-0.01,-0.035
1.432,-0.01,-0.035
1.434,0.02,-0.035
1.436,-0.025,-0.035
1.438,0.005,-0.03
1.44,-0.01,-0.025
1.442,0.04,-0.02
1.444,0.005,-0.02
1.446,-0.01,-0.015
1.448,0.02,-0.015
1.45,-0.015,-0.015
1.452,-0.03,-0.015
1.454,0.02,-0.015
1.456,0.01,-0.02
1.458,0.05,-0.02
1.46,0.07,-0.025
1.462,0.03,-0.03
1.464,-0.055,-0.035
1.466,-0.035,-0.04
1.468,-0.01,-0.045
1.47,-0.005,-0.05
1.472,-0.095,-0.055
1.474,-0.055,-0.055
1.476,0.035,-0.05
1.478,0.01,-0.045
1.48,0.01,-0.035
1.482,0.025,-0.03
1.484,0.05,-0.02
1.486,0.065,-0.01
1.488,0.06,-0.01
1.49,-0.005,-0.01
1.492,-0.055,-0.015
1.494,-0.055,-0.02
1.496,0.025,-0.03
1.498,0.015,-0.035
1.5,-0.035,-0.04
1.502,0.015,-0.045
1.504,-0.005,-0.045
1.506,0.01,-0.04
1.508,0.025,-0.035
1.51,-0.025,-0.03
1.512,0.01,-0.025
1.514,0.0,-0.02
1.516,-0.005,-0.015
1.518,-0.07,-0.015
1.52,-0.09,-0.02
1.522,0.075,-0.025
1.524,0.06,-0.03
1.526,0.005,-0.035
1.528,-0.045,-0.04
1.53,-0.025,-0.045
1.532,-0.01,-0.045
1.534,-0.02,-0.045
1.536,-0.015,-0.045
1.538,-0.03,-0.04
1.54,0.0,-0.035
1.542,0.04,-0.03
1.544,-0.01,-0.03
1.546,-0.01,-0.025
1.548,-0.025,-0.025
1.55,-0.01,-0.025
1.552,-0.02,-0.03
1.554,-0.005,-0.03
1.556,0.0,-0.035
1.558,-0.02,-0.035
1.56,0.045,-0.04
1.562,-0.04,-0.04
1.564,0.035,-0.045
1.566,-0.065,-0.045
1.568,-0.04,-0.05
1.57,-0.02,-0.055
1.572,-0.02,-0.06
1.574,-0.025,-0.06
1.576,0.0,-0.06
1.578,-0.06,-0.055
1.58,-0.055,-0.05
1.582,0.005,-0.045
1.584,0.01,-0.035
1.586,-0.015,-0.025
1.588,0.025,-0.025
1.59,-0.015,-0.025
1.592,0.015,-0.03
1.594,-0.03,-0.045
1.596,-0.01,-0.055
1.598,-0.055,-0.07
1.6,-0.04,-0.075
1.602,-0.03,-0.075
1.604,-0.05,-0.065
1.606,0.005,-0.05
1.608,-0.01,-0.03
1.61,-0.045,-0.01
1.612,0.04,0.005
1.614,0.04,0.015
1.616,0.045,0.015
1.618,0.005,0.01
1.62,0.01,-0.005
1.622,0.07,-0.025
1.624,-0.07,-0.04
1.626,-0.04,-0.05
1.628,0.0,-0.055
1.63,0.025,-0.055
1.632,0.04,-0.045
1.634,0.06,-0.03
1.636,0.015,-0.02
1.638,-0.065,-0.01
1.64,-0.05,-0.01
1.642,0.0,-0.01
1.644,0.035,-0.015
1.646,0.03,-0.02
1.648,0.04,-0.02
1.65,0.055,-0.02
1.652,0.055,-0.01
1.654,0.04,0.0
1.656,0.025,0.015
1.658,0.1,0.03
1.66,0.05,0.04
1.662,0.06,0.045
1.664,0.045,0.045
1.666,0.025,0.035
1.668,0.055,0.02
1.67,0.045,0.005
1.672,0.045,-0.015
1.674,0.045,-0.03
1.676,-0.05,-0.035
1.678,-0.045,-0.04
1.68,-0.03,-0.04
1.682,0.02,-0.04
1.684,0.035,-0.035
1.686,0.02,-0.035
1.688,0.065,-0.04
1.69,-0.07,-0.045
1.692,-0.04,-0.055
1.694,-0.04,-0.06
1.696,-0.05,-0.07
1.698,-0.09,-0.08
1.7,-0.075,-0.08
1.702,-0.065,-0.08
1.704,-0.01,-0.08
1.706,-0.005,-0.075
1.708,-0.01,-0.07
1.71,-0.025,-0.07
1.712,-0.035,-0.07
1.714,-0.04,-0.075
1.716,-0.03,-0.08
1.718,-0.095,-0.085
1.72,-0.075,-0.09
1.722,-0.06,-0.095
1.724,-0.04,-0.095
1.726,-0.005,-0.09
1.728,-0.04,-0.085
1.73,-0.015,-0.08
1.732,-0.1,-0.075
1.734,-0.065,-0.075
1.736,-0.075,-0.07
1.738,-0.025,-0.065
1.74,-0.085,-0.065
1.742,-0.025,-0.07
1.744,-0.01,-0.07
1.746,-0.05,-0.075
1.748,-0.085,-0.08
1.75,-0.025,-0.085
1.752,-0.02,-0.085
1.754,-0.09,-0.085
1.756,-0.065,-0.085
1.758,-0.105,-0.085
1.76,-0.11,-0.08
1.762,0.005,-0.075
1.764,-0.01,-0.065
1.766,-0.03,-0.06
1.768,-0.025,-0.055
1.77,-0.055,-0.055
1.772,-0.06,-0.05
1.774,-0.065,-0.055
1.776,-0.03,-0.055
1.778,-0.03,-0.06
1.78,-0.005,-0.065
1.782,0.01,-0.07
1.784,-0.015,-0.075
1.786,-0.075,-0.075
1.788,-0.08,-0.08
1.79,-0.05,-0.075
1.792,-0.05,-0.07
1.794,-0.03,-0.05
1.796,0.045,-0.025
1.798,0.085,0.015
1.8,0.095,0.065
1.802,0.175,0.13
1.804,0.265,0.21
1.806,0.33,0.29
1.808,0.415,0.375
1.81,0.505,0.45
1.812,0.54,0.505
1.814,0.595,0.54
1.816,0.595,0.54
1.818,0.645,0.51
1.82,0.48,0.45
1.822,0.405,0.36
1.824,0.26,0.255
1.826,0.11,0.14
1.828,0.01,0.03
1.83,-0.115,-0.07
1.832,-0.235,-0.15
1.834,-0.165,-0.205
1.836,-0.17,-0.24
1.838,-0.21,-0.255
1.84,-0.18,-0.25
1.842,-0.225,-0.235
1.844,-0.24,-0.215
1.846,-0.16,-0.195
1.848,-0.14,-0.175
1.85,-0.115,-0.155
1.852,-0.105,-0.14
1.854,-0.075,-0.125
1.856,-0.06,-0.115
1.858,-0.06,-0.1
1.86,0.0,-0.09
1.862,-0.06,-0.08
1.864,-0.055,-0.075
1.866,-0.045,-0.07
1.868,-0.025,-0.065
1.87,-0.05,-0.065
1.872,-0.05,-0.065
1.874,-0.04,-0.06
1.876,-0.07,-0.055
1.878,-0.045,-0.045
1.88,0.055,-0.04
1.882,0.05,-0.03
1.884,0.05,-0.02
1.886,0.025,-0.02
1.888,-0.09,-0.02
1.89,0.005,-0.025
1.892,-0.03,-0.035
1.894,-0.08,-0.045
1.896,-0.07,-0.06
1.898,-0.005,-0.065
1.9,-0.055,-0.07
1.902,0.015,-0.065
1.904,0.005,-0.055
1.906,-0.01,-0.045
1.908,0.015,-0.035
1.91,0.015,-0.02
1.912,0.0,-0.015
1.914,-0.02,-0.01
1.916,0.0,-0.015
1.918,-0.03,-0.02
1.92,-0.03,-0.03
1.922,-0.04,-0.04
1.924,0.015,-0.05
1.926,0.035,-0.06
1.928,-0.02,-0.06
1.93,-0.025,-0.06
1.932,-0.025,-0.055
1.934,-0.035,-0.05
1.936,0.025,-0.04
1.938,-0.03,-0.035
1.94,0.01,-0.025
1.942,0.035,-0.02
1.944,-0.005,-0.015
1.946,0.015,-0.01
1.948,-0.025,-0.005
1.95,0.055,-0.005
1.952,0.09,-0.005
1.954,0.035,-0.005
1.956,0.04,-0.005
1.958,-0.02,-0.005
1.96,0.005,-0.005
1.962,0.01,0.0
1.964,0.07,0.0
1.966,0.045,0.0
1.968,0.01,0.0
1.97,0.035,0.005
1.972,0.05,0.01
1.974,0.03,0.015
1.976,0.03,0.025
1.978,0.105,0.035
1.98,0.1,0.05
1.982,0.03,0.055
1.984,0.105,0.065
1.986,0.095,0.065
1.988,0.045,0.07
1.99,0.085,0.07
1.992,0.12,0.07
1.994,0.11,0.07
1.996,0.13,0.08
1.998,0.15,0.09
2.0,0.165,0.1
2.002,0.17,0.11
2.004,0.18,0.125
2.006,0.125,0.135
2.008,0.15,0.14
2.01,0.18,0.145
2.012,0.16,0.145
2.014,0.12,0.145
2.016,0.195,0.15
2.018,0.235,0.155
2.02,0.19,0.16
2.022,0.19,0.17
2.024,0.27,0.185
2.026,0.225,0.195
2.028,0.225,0.2
2.03,0.23,0.205
2.032,0.21,0.21
2.034,0.205,0.205
2.036,0.235,0.205
2.038,0.215,0.205
2.04,0.22,0.205
2.042,0.235,0.21
2.044,0.29,0.22
2.046,0.26,0.225
2.048,0.295,0.235
2.05,0.275,0.235
2.052,0.225,0.23
2.054,0.19,0.22
2.056,0.21,0.2
2.058,0.195,0.175
2.06,0.155,0.155
2.062,0.155,0.13
2.064,0.105,0.115
2.066,0.145,0.105
2.068,0.145,0.1
2.07,0.13,0.095
2.072,0.11,0.1
2.074,0.09,0.1
2.076,0.045,0.095
2.078,0.105,0.09
2.08,0.085,0.08
2.082,0.095,0.07
2.084,0.1,0.055
2.086,0.075,0.04
2.088,0.08,0.03
2.09,0.08,0.02
2.092,0.03,0.015
2.094,0.0,0.005
2.096,0.02,0.0
2.098,-0.015,-0.01
2.1,-0.035,-0.015
2.102,-0.065,-0.02
2.104,0.025,-0.03
2.106,0.065,-0.03
2.108,0.035,-0.03
2.11,0.03,-0.03
2.112,-0.01,-0.025
2.114,0.01,-0.02
2.116,0.015,-0.015
2.118,0.01,-0.01
2.12,-0.015,-0.01
2.122,0.015,-0.01
2.124,0.04,-0.02
2.126,0.03,-0.025
2.128,0.04,-0.035
